city,latitude,longitude,elevation_m,month,is_monsoon,is_coastal,rainfall_24h_mm,rainfall_48h_mm,rainfall_72h_mm,max_hourly_rate_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,flood_occurred
Jaipur,26.91,75.79,431,11,0,0,15.0,17.1,18.1,4.3,24.4,36.7,1016.9,7.4,0
Bengaluru,12.97,77.59,920,12,0,0,5.6,16.7,16.9,0.3,17.1,60.3,1014.2,1.2,0
Silchar,24.83,92.78,35,10,0,0,3.7,4.1,5.6,0.8,24.1,73.6,1013.3,10.3,0
Silchar,24.83,92.78,35,9,1,0,71.7,101.3,108.8,0.4,21.4,85.6,1004.6,11.5,1
Raipur,21.25,81.63,298,5,0,0,8.7,11.9,14.8,2.2,28.3,40.4,1014.0,9.0,0
Srinagar,34.08,74.8,1585,11,0,0,14.7,43.2,44.5,5.6,17.3,53.6,1015.9,2.4,0
Silchar,24.83,92.78,35,2,0,0,8.8,29.8,30.5,1.7,25.0,62.8,1009.7,30.3,0
Varanasi,25.32,83.01,81,8,1,0,9.6,11.2,15.1,1.3,30.8,96.4,1001.5,11.8,0
Ranchi,23.34,85.31,651,12,0,0,0.1,0.1,0.2,0.0,21.0,41.2,1016.0,0.2,0
Kolkata,22.57,88.36,11,12,0,1,10.6,13.8,24.5,6.6,18.2,54.6,1009.8,16.8,0
Kolkata,22.57,88.36,11,3,0,1,29.5,56.9,60.3,3.1,31.8,32.0,1018.0,3.3,0
Bengaluru,12.97,77.59,920,4,0,0,0.9,0.9,0.9,0.0,18.4,37.1,1013.2,24.0,0
Patna,25.61,85.14,53,11,0,0,8.2,17.2,17.7,0.6,31.8,32.6,1009.2,13.9,0
Shillong,25.57,91.88,1496,2,0,0,2.1,2.6,4.2,0.1,17.6,41.2,1014.8,4.2,0
Dibrugarh,27.47,94.91,108,11,0,0,17.9,33.7,41.3,0.4,25.0,78.5,1007.6,2.7,0
Varanasi,25.32,83.01,81,5,0,0,4.6,7.1,7.2,0.3,20.3,85.0,1025.0,1.8,0
Raipur,21.25,81.63,298,4,0,0,2.3,4.9,5.4,0.1,29.5,78.3,1017.1,13.6,0
Pune,18.52,73.86,560,9,1,0,21.9,36.1,36.8,2.2,23.0,93.7,989.2,12.1,0
Jaipur,26.91,75.79,431,1,0,0,25.8,45.2,59.9,0.3,32.8,36.2,1017.0,3.7,0
Jaipur,26.91,75.79,431,8,1,0,7.3,7.9,13.4,0.4,26.0,79.8,1004.8,8.8,0
Raipur,21.25,81.63,298,3,0,0,1.1,1.5,1.9,0.1,30.0,71.1,1018.7,3.9,0
Guwahati,26.14,91.74,55,2,0,0,0.2,0.4,0.5,0.0,25.4,54.0,1014.5,5.6,0
Kochi,9.93,76.27,0,9,1,1,46.8,57.2,69.5,0.7,30.9,63.3,1013.8,13.6,0
Ahmedabad,23.02,72.57,53,7,1,1,19.3,20.2,23.1,6.6,23.0,82.1,1013.8,2.1,0
Mumbai,19.08,72.88,14,1,0,1,0.2,0.3,0.5,0.0,26.3,41.6,1010.8,3.4,0
Mumbai,19.08,72.88,14,2,0,1,5.6,5.8,6.8,2.0,31.9,43.3,1019.2,12.0,0
Pune,18.52,73.86,560,7,1,0,25.6,30.6,33.9,1.8,20.6,78.7,1005.1,28.2,0
Patna,25.61,85.14,53,12,0,0,5.1,6.8,7.7,0.3,20.6,73.4,1018.2,5.3,0
Visakhapatnam,17.69,83.22,45,2,0,1,3.2,5.0,5.1,0.0,24.4,63.1,1013.3,1.2,0
Ahmedabad,23.02,72.57,53,3,0,1,8.9,9.0,20.9,0.3,30.7,40.5,1017.1,11.3,0
Jaipur,26.91,75.79,431,11,0,0,2.7,7.5,7.6,0.1,21.8,75.3,1014.4,7.1,0
Chennai,13.08,80.27,6,9,1,1,3.1,8.2,9.2,1.1,33.6,70.9,1015.3,11.5,0
Kochi,9.93,76.27,0,6,1,1,6.6,7.0,10.6,2.0,22.0,81.8,1001.6,6.8,0
Jaipur,26.91,75.79,431,11,0,0,0.1,0.2,0.2,0.0,24.6,86.2,1019.9,0.1,0
Mumbai,19.08,72.88,14,9,1,1,1.0,1.1,1.5,0.1,22.5,74.2,988.0,26.0,0
Imphal,24.82,93.95,786,4,0,0,24.8,39.1,52.6,4.2,17.3,39.0,1014.0,3.7,0
Jaipur,26.91,75.79,431,6,1,0,67.5,167.5,220.6,0.3,25.7,88.8,999.9,16.6,1
Kochi,9.93,76.27,0,10,0,1,6.8,13.1,14.6,0.6,27.3,42.7,1013.6,2.7,0
Ranchi,23.34,85.31,651,7,1,0,2.7,2.9,4.5,0.2,20.5,88.3,1002.9,1.4,0
Visakhapatnam,17.69,83.22,45,5,0,1,14.8,20.0,29.7,0.0,24.3,72.1,1015.7,9.7,0
Silchar,24.83,92.78,35,5,0,0,13.3,26.5,34.7,1.7,17.8,52.6,1015.8,2.1,0
Srinagar,34.08,74.8,1585,5,0,0,21.8,42.5,61.3,1.2,5.3,64.6,1002.2,0.1,0
Jaipur,26.91,75.79,431,5,0,0,4.5,6.3,7.3,0.8,23.3,48.5,1020.4,12.5,0
Ranchi,23.34,85.31,651,6,1,0,4.1,5.2,5.4,0.1,38.9,79.8,1006.4,2.3,0
Varanasi,25.32,83.01,81,6,1,0,16.9,25.5,54.5,1.1,32.3,91.6,996.7,9.1,0
Hyderabad,17.39,78.49,542,10,0,0,1.7,3.8,4.5,0.2,23.5,20.5,1013.0,1.0,0
Bhubaneswar,20.3,85.82,45,8,1,1,70.1,165.2,171.6,6.2,28.3,78.2,992.7,18.9,1
Silchar,24.83,92.78,35,11,0,0,6.3,10.7,11.4,0.0,26.2,90.4,1017.8,14.5,0
Silchar,24.83,92.78,35,6,1,0,113.5,220.3,247.5,2.9,25.8,65.3,1001.5,3.9,1
Hyderabad,17.39,78.49,542,2,0,0,21.3,31.3,60.6,0.2,19.3,55.9,1017.7,3.8,0
Bengaluru,12.97,77.59,920,6,1,0,25.9,32.6,37.4,0.2,22.4,73.4,997.5,10.3,0
Lucknow,26.85,80.95,123,11,0,0,4.4,5.6,7.4,0.1,16.1,64.7,1014.5,6.4,0
Visakhapatnam,17.69,83.22,45,7,1,1,65.3,84.5,112.9,3.5,24.3,87.3,995.7,3.6,1
Kolkata,22.57,88.36,11,5,0,1,10.4,16.6,17.3,0.8,20.0,62.9,1017.7,2.7,0
Silchar,24.83,92.78,35,8,1,0,56.1,83.6,103.3,1.0,20.7,89.5,1009.9,25.5,0
Srinagar,34.08,74.8,1585,6,1,0,41.3,47.6,60.0,9.0,13.3,92.6,1008.8,8.5,0
Bhubaneswar,20.3,85.82,45,6,1,1,3.9,5.3,11.7,0.8,33.5,86.9,1007.2,2.0,0
Hyderabad,17.39,78.49,542,1,0,0,5.7,13.2,17.2,0.7,24.2,51.6,1005.2,4.5,0
Pune,18.52,73.86,560,11,0,0,6.4,10.6,10.9,1.1,25.2,53.4,1021.2,27.4,0
Shillong,25.57,91.88,1496,12,0,0,3.7,8.0,16.9,0.1,17.0,71.4,1016.1,1.1,0
Shillong,25.57,91.88,1496,11,0,0,4.2,5.1,6.9,0.1,24.2,65.0,1020.2,0.3,0
Thiruvananthapuram,8.52,76.94,10,11,0,1,0.1,0.1,0.1,0.0,31.7,58.1,1016.3,13.5,0
Lucknow,26.85,80.95,123,9,1,0,13.6,35.2,37.5,1.3,32.5,87.6,1004.3,7.2,0
Lucknow,26.85,80.95,123,11,0,0,16.5,17.7,34.8,2.1,25.2,74.1,1011.2,29.3,0
Ranchi,23.34,85.31,651,10,0,0,7.2,9.5,10.2,0.0,15.1,71.3,1016.0,23.8,0
Dehradun,30.32,78.03,640,4,0,0,10.9,18.5,29.0,1.4,27.7,30.1,1002.7,8.2,0
Ranchi,23.34,85.31,651,10,0,0,11.9,20.6,20.9,0.4,22.8,62.9,1008.8,2.3,0
Pune,18.52,73.86,560,11,0,0,2.1,2.5,3.9,1.5,23.6,69.4,1009.0,5.0,0
Raipur,21.25,81.63,298,4,0,0,3.8,6.3,9.7,0.2,30.7,29.8,1006.7,4.3,0
Chennai,13.08,80.27,6,11,0,1,6.1,6.8,7.2,2.8,16.5,52.6,1011.6,19.2,0
Pune,18.52,73.86,560,8,1,0,11.7,14.2,31.5,0.3,28.2,70.7,992.6,0.6,0
Dibrugarh,27.47,94.91,108,8,1,0,5.4,8.1,11.6,0.1,30.4,66.7,1001.8,1.2,0
Kolkata,22.57,88.36,11,12,0,1,3.1,4.2,4.7,0.7,24.4,47.3,1012.9,7.4,0
Bengaluru,12.97,77.59,920,9,1,0,38.9,85.2,91.1,3.8,24.0,91.0,1008.5,1.7,0
Dehradun,30.32,78.03,640,9,1,0,38.0,48.2,78.1,2.5,24.2,92.0,1002.5,11.5,0
Hyderabad,17.39,78.49,542,1,0,0,15.7,22.5,35.3,1.0,17.9,85.9,1013.4,1.1,0
Dibrugarh,27.47,94.91,108,12,0,0,1.8,2.4,4.1,0.2,32.3,59.5,1018.9,3.7,0
Kochi,9.93,76.27,0,3,0,1,27.4,48.9,58.2,1.4,25.7,55.4,1016.7,8.9,0
Ranchi,23.34,85.31,651,4,0,0,0.0,0.0,0.0,0.0,11.3,64.4,1014.9,0.8,0
Hyderabad,17.39,78.49,542,2,0,0,27.3,69.6,86.4,3.0,26.6,62.1,1015.9,11.4,0
Srinagar,34.08,74.8,1585,7,1,0,148.4,205.9,272.5,26.7,22.7,93.7,996.0,2.1,1
Thiruvananthapuram,8.52,76.94,10,9,1,1,35.4,56.3,60.9,8.5,33.2,78.5,1005.5,2.9,0
Thiruvananthapuram,8.52,76.94,10,12,0,1,12.2,14.6,15.5,0.7,22.7,63.7,1008.5,16.7,0
Lucknow,26.85,80.95,123,1,0,0,2.2,4.6,6.9,0.1,30.0,76.9,1013.9,4.5,0
Hyderabad,17.39,78.49,542,9,1,0,17.5,21.7,24.1,0.1,33.3,68.6,997.7,8.5,0
Dibrugarh,27.47,94.91,108,6,1,0,22.1,31.5,35.3,6.7,26.7,93.1,1016.3,9.1,0
Srinagar,34.08,74.8,1585,9,1,0,23.1,27.6,29.0,1.1,22.2,93.1,1000.6,33.5,0
Dibrugarh,27.47,94.91,108,2,0,0,26.2,28.8,64.9,1.9,16.2,64.9,1007.3,5.1,0
Delhi,28.61,77.23,216,9,1,0,68.2,164.2,210.6,12.1,32.1,85.7,1015.2,4.2,1
Chennai,13.08,80.27,6,7,1,1,128.5,152.9,163.8,3.3,25.8,91.1,994.1,21.3,1
Ranchi,23.34,85.31,651,5,0,0,11.7,16.5,18.2,1.3,15.7,32.7,1014.4,1.0,0
Patna,25.61,85.14,53,6,1,0,146.6,241.1,398.4,31.5,39.3,92.1,996.2,18.3,1
Dehradun,30.32,78.03,640,10,0,0,3.7,5.6,6.5,0.1,22.5,58.2,1013.5,10.7,0
Imphal,24.82,93.95,786,11,0,0,7.0,18.7,23.5,3.6,11.5,33.8,1015.9,0.4,0
Shillong,25.57,91.88,1496,9,1,0,63.9,100.4,107.9,6.9,27.9,69.8,1001.1,13.7,0
Kochi,9.93,76.27,0,3,0,1,4.2,5.2,5.6,0.0,17.4,77.3,1010.4,22.1,0
Pune,18.52,73.86,560,8,1,0,78.1,106.9,118.2,26.3,28.9,78.7,1012.2,0.3,1
Patna,25.61,85.14,53,10,0,0,5.2,16.3,18.0,0.8,24.1,66.8,1008.1,1.0,0
Imphal,24.82,93.95,786,11,0,0,0.4,0.5,0.7,0.1,20.5,75.5,1019.7,4.6,0
Bhubaneswar,20.3,85.82,45,11,0,1,31.7,46.1,55.9,1.3,21.2,83.9,1011.2,9.8,0
Visakhapatnam,17.69,83.22,45,12,0,1,22.7,32.6,43.8,0.3,20.4,53.4,1010.3,21.7,0
Bhubaneswar,20.3,85.82,45,8,1,1,37.2,44.7,46.1,1.8,23.9,69.9,995.0,26.9,0
Varanasi,25.32,83.01,81,5,0,0,0.1,0.1,0.1,0.0,16.0,63.8,1011.1,18.5,0
Kochi,9.93,76.27,0,8,1,1,2.5,3.1,4.2,0.5,29.4,94.1,997.5,18.4,0
Lucknow,26.85,80.95,123,11,0,0,13.9,16.9,18.1,0.1,23.4,24.9,1006.2,5.5,0
Varanasi,25.32,83.01,81,9,1,0,9.5,17.6,26.3,0.1,25.4,79.6,993.3,0.1,0
Pune,18.52,73.86,560,3,0,0,8.2,8.3,14.2,3.8,20.3,52.7,1009.9,16.2,0
Ahmedabad,23.02,72.57,53,9,1,1,27.6,28.1,37.8,0.0,26.4,66.7,1013.5,0.5,0
Ahmedabad,23.02,72.57,53,12,0,1,4.6,5.5,7.8,0.2,23.5,60.6,1015.2,9.6,0
Hyderabad,17.39,78.49,542,12,0,0,5.1,5.9,6.4,1.1,12.4,66.5,1015.4,16.4,0
Varanasi,25.32,83.01,81,10,0,0,10.1,18.0,20.7,1.5,17.3,65.4,1015.6,1.9,0
Patna,25.61,85.14,53,11,0,0,24.0,30.1,35.1,0.4,26.7,85.3,1014.7,7.0,0
Imphal,24.82,93.95,786,7,1,0,85.2,104.3,108.7,1.3,30.4,71.6,993.1,12.5,1
Shillong,25.57,91.88,1496,9,1,0,42.8,45.0,45.6,24.5,22.2,85.7,1019.7,5.6,0
Guwahati,26.14,91.74,55,3,0,0,1.9,2.7,3.5,1.0,22.9,78.6,1009.5,4.7,0
Chennai,13.08,80.27,6,12,0,1,10.6,10.8,13.2,0.4,27.7,93.4,1013.1,3.5,0
Srinagar,34.08,74.8,1585,1,0,0,6.3,12.0,16.0,0.7,13.5,68.3,1007.5,2.7,0
Dehradun,30.32,78.03,640,11,0,0,31.3,38.6,52.1,4.1,25.6,70.3,1012.7,1.9,0
Silchar,24.83,92.78,35,4,0,0,11.8,15.6,16.2,0.0,30.8,65.5,1006.8,14.8,0
Bhubaneswar,20.3,85.82,45,12,0,1,14.5,20.4,26.2,3.0,31.1,77.9,1017.6,10.8,0
Shillong,25.57,91.88,1496,7,1,0,37.6,93.8,101.6,0.7,17.5,68.7,1011.5,6.0,0
Visakhapatnam,17.69,83.22,45,4,0,1,8.9,14.0,17.1,0.3,23.6,73.1,1010.5,31.0,0
Raipur,21.25,81.63,298,8,1,0,6.7,11.3,17.5,1.5,28.1,77.5,1002.4,3.1,0
Shillong,25.57,91.88,1496,7,1,0,70.8,70.8,106.1,3.9,28.4,79.0,1005.2,25.3,1
Kolkata,22.57,88.36,11,5,0,1,7.1,9.1,11.8,0.4,23.3,61.5,1008.8,4.5,0
Varanasi,25.32,83.01,81,11,0,0,16.5,17.4,17.8,4.6,14.8,59.0,1014.6,5.2,0
Mumbai,19.08,72.88,14,1,0,1,6.7,11.5,12.7,1.1,21.0,64.1,1018.3,10.2,0
Shillong,25.57,91.88,1496,9,1,0,88.4,147.8,199.4,4.1,29.7,82.9,1001.6,2.1,1
Hyderabad,17.39,78.49,542,4,0,0,7.4,9.0,10.0,1.4,27.4,32.9,1014.0,29.7,0
Thiruvananthapuram,8.52,76.94,10,7,1,1,14.9,15.3,19.4,2.2,25.8,90.8,1006.8,11.4,0
Mumbai,19.08,72.88,14,3,0,1,16.5,21.0,27.8,1.3,27.9,83.8,1015.9,9.8,0
Lucknow,26.85,80.95,123,3,0,0,22.3,37.4,41.9,3.9,13.1,44.6,1019.2,21.8,0
Varanasi,25.32,83.01,81,7,1,0,20.8,41.9,47.1,0.2,24.7,67.4,1010.5,1.0,0
Shillong,25.57,91.88,1496,8,1,0,230.8,300.8,356.9,15.5,19.3,75.5,1020.0,1.8,1
Delhi,28.61,77.23,216,10,0,0,2.7,6.0,6.4,0.1,22.9,45.0,1013.3,7.7,0
Ranchi,23.34,85.31,651,10,0,0,2.1,2.2,2.3,0.1,23.1,58.2,1011.0,9.1,0
Pune,18.52,73.86,560,9,1,0,23.8,26.1,31.5,2.7,29.7,75.8,999.5,14.1,0
Ranchi,23.34,85.31,651,11,0,0,13.9,17.0,18.2,2.0,16.8,56.5,1016.4,7.4,0
Dibrugarh,27.47,94.91,108,6,1,0,39.9,62.9,69.6,10.3,19.8,85.2,999.1,7.5,1
Bhubaneswar,20.3,85.82,45,5,0,1,1.2,1.6,2.3,0.4,22.6,56.7,1011.7,7.0,0
Dehradun,30.32,78.03,640,4,0,0,4.1,8.4,10.0,0.8,14.2,63.8,1019.9,25.4,0
Pune,18.52,73.86,560,7,1,0,43.9,66.2,69.8,0.3,34.2,86.6,992.8,5.9,0
Delhi,28.61,77.23,216,11,0,0,9.8,10.8,11.6,0.3,21.2,58.3,1009.0,4.1,0
Bengaluru,12.97,77.59,920,3,0,0,18.8,26.1,26.2,0.1,25.7,47.6,1009.9,41.7,0
Jaipur,26.91,75.79,431,12,0,0,2.5,6.0,6.7,0.2,27.4,69.1,1015.6,4.8,0
Srinagar,34.08,74.8,1585,9,1,0,149.9,166.2,169.9,22.0,26.9,88.3,1011.9,1.5,1
Imphal,24.82,93.95,786,8,1,0,27.8,28.2,32.7,0.7,33.7,60.9,1000.4,3.0,0
Bengaluru,12.97,77.59,920,5,0,0,0.9,1.5,1.8,0.1,15.9,67.4,1010.3,12.2,0
Kolkata,22.57,88.36,11,7,1,1,16.9,19.5,22.9,1.1,27.0,82.4,1003.4,15.8,0
Mumbai,19.08,72.88,14,3,0,1,7.3,12.2,15.0,0.8,25.8,51.7,1023.4,17.6,0
Bengaluru,12.97,77.59,920,8,1,0,7.9,13.1,15.2,0.5,31.1,77.3,993.6,6.9,0
Mumbai,19.08,72.88,14,5,0,1,6.3,7.2,10.6,0.0,31.0,91.4,1021.0,10.0,0
Kochi,9.93,76.27,0,11,0,1,11.6,20.8,25.2,1.0,23.0,80.6,1014.6,6.5,0
Srinagar,34.08,74.8,1585,12,0,0,6.7,12.0,12.1,0.7,12.6,32.4,1012.8,7.9,0
Srinagar,34.08,74.8,1585,4,0,0,4.9,5.5,5.5,1.2,21.8,74.4,1013.3,7.3,0
Imphal,24.82,93.95,786,7,1,0,29.5,44.5,46.9,1.2,22.9,84.6,1004.6,2.9,0
Bengaluru,12.97,77.59,920,6,1,0,40.5,76.5,96.8,4.4,17.5,86.5,996.5,15.9,1
Bengaluru,12.97,77.59,920,9,1,0,15.8,23.5,31.3,2.1,26.3,75.1,993.3,13.5,0
Guwahati,26.14,91.74,55,10,0,0,13.4,21.6,23.7,0.1,22.8,54.0,1011.4,3.5,0
Dibrugarh,27.47,94.91,108,9,1,0,89.9,102.6,237.6,11.7,28.6,75.5,989.5,12.2,1
Varanasi,25.32,83.01,81,9,1,0,8.9,10.0,22.0,0.6,36.5,78.8,1001.8,3.7,0
Kolkata,22.57,88.36,11,2,0,1,2.3,3.0,3.0,0.2,27.4,75.5,1005.9,4.7,0
Kolkata,22.57,88.36,11,7,1,1,9.5,9.6,15.5,2.8,34.0,91.9,1014.0,1.0,0
Visakhapatnam,17.69,83.22,45,4,0,1,6.4,14.3,18.2,0.3,22.6,71.7,1013.4,0.7,0
Pune,18.52,73.86,560,8,1,0,12.4,12.9,13.9,0.0,23.0,75.6,994.5,9.2,0
Bhubaneswar,20.3,85.82,45,11,0,1,16.2,35.2,36.1,2.5,29.0,57.9,1014.7,3.5,0
Kolkata,22.57,88.36,11,6,1,1,22.5,25.4,40.9,3.2,23.8,81.5,1002.7,10.3,0
Srinagar,34.08,74.8,1585,3,0,0,14.7,20.3,27.5,4.7,14.9,57.7,1016.3,1.2,0
Dehradun,30.32,78.03,640,2,0,0,3.5,4.4,7.2,0.1,26.6,52.3,1012.0,15.9,0
Chennai,13.08,80.27,6,8,1,1,226.0,233.8,260.5,21.2,28.1,81.3,1004.0,7.5,1
Varanasi,25.32,83.01,81,9,1,0,8.1,12.5,14.2,0.6,26.5,83.7,998.5,13.7,0
Srinagar,34.08,74.8,1585,11,0,0,5.7,8.2,9.1,0.6,17.1,72.9,1008.9,20.3,0
Visakhapatnam,17.69,83.22,45,3,0,1,0.5,0.6,0.6,0.2,27.2,54.4,1006.3,2.2,0
Kochi,9.93,76.27,0,11,0,1,0.7,0.9,0.9,0.1,18.8,64.8,1013.8,11.7,0
Delhi,28.61,77.23,216,9,1,0,67.8,80.9,107.5,0.7,37.2,88.1,996.5,9.3,1
Delhi,28.61,77.23,216,1,0,0,17.7,65.4,70.1,9.6,19.9,56.8,1020.5,6.2,0
Pune,18.52,73.86,560,1,0,0,17.2,21.6,21.6,1.1,25.5,64.3,1010.2,3.3,0
Dibrugarh,27.47,94.91,108,11,0,0,0.0,0.0,0.0,0.0,15.6,44.0,1009.1,4.3,0
Ranchi,23.34,85.31,651,11,0,0,20.8,22.2,47.7,0.2,16.5,28.9,1012.6,3.1,0
Silchar,24.83,92.78,35,8,1,0,8.0,8.4,16.1,0.2,30.7,74.9,1005.6,0.6,0
Imphal,24.82,93.95,786,1,0,0,2.6,5.6,5.6,0.2,20.2,57.0,1014.1,2.7,0
Thiruvananthapuram,8.52,76.94,10,2,0,1,4.5,5.0,7.1,0.1,25.1,74.0,1001.8,19.1,0
Jaipur,26.91,75.79,431,4,0,0,9.2,17.9,18.8,0.2,27.4,56.3,1008.3,15.3,0
Silchar,24.83,92.78,35,5,0,0,1.5,5.1,5.4,0.3,30.8,54.0,1014.3,1.7,0
Chennai,13.08,80.27,6,1,0,1,26.9,28.1,32.5,1.3,18.0,77.7,1015.4,1.9,0
Chennai,13.08,80.27,6,4,0,1,7.8,23.9,27.2,0.8,25.7,53.5,1005.4,9.0,0
Srinagar,34.08,74.8,1585,11,0,0,15.0,25.4,25.6,2.2,15.2,55.1,1017.0,7.5,0
Lucknow,26.85,80.95,123,5,0,0,4.5,11.0,11.0,0.4,22.5,52.0,1011.7,20.8,0
Raipur,21.25,81.63,298,2,0,0,30.3,44.7,70.9,3.1,16.6,69.9,1009.0,1.5,0
Patna,25.61,85.14,53,2,0,0,2.2,3.4,4.2,0.0,24.7,60.0,1012.1,2.0,0
Varanasi,25.32,83.01,81,3,0,0,0.8,0.9,1.2,0.2,15.5,89.3,1012.4,4.5,0
Dibrugarh,27.47,94.91,108,3,0,0,5.6,10.9,17.2,0.7,28.4,54.1,1018.0,14.9,0
Mumbai,19.08,72.88,14,1,0,1,0.2,0.3,0.3,0.0,35.4,57.6,1009.9,3.0,0
Pune,18.52,73.86,560,7,1,0,31.3,33.4,42.9,2.0,33.3,81.4,1000.6,2.8,0
Ahmedabad,23.02,72.57,53,1,0,1,11.2,12.1,13.1,0.0,28.5,54.8,1004.9,21.9,0
Chennai,13.08,80.27,6,4,0,1,18.8,32.4,46.9,1.3,27.0,59.8,1016.6,8.7,0
Bengaluru,12.97,77.59,920,4,0,0,1.1,1.7,1.9,0.1,18.3,75.1,1010.3,16.3,0
Lucknow,26.85,80.95,123,5,0,0,13.8,18.5,19.5,2.1,35.3,55.1,1014.8,1.8,0
Srinagar,34.08,74.8,1585,10,0,0,0.4,0.9,1.1,0.0,17.3,69.5,1003.6,2.4,0
Jaipur,26.91,75.79,431,10,0,0,11.0,16.0,19.7,1.3,20.9,54.5,1009.5,7.7,0
Guwahati,26.14,91.74,55,2,0,0,13.1,20.1,21.2,1.8,31.5,61.2,1013.6,5.4,0
Hyderabad,17.39,78.49,542,10,0,0,3.7,7.3,7.6,0.0,31.9,38.8,1013.5,4.6,0
Raipur,21.25,81.63,298,6,1,0,40.0,101.4,112.6,2.0,18.1,86.4,1001.4,20.3,0
Kochi,9.93,76.27,0,1,0,1,9.6,16.0,17.6,0.2,23.3,57.3,1010.7,7.7,0
Dehradun,30.32,78.03,640,8,1,0,77.7,83.4,92.6,17.1,27.6,91.5,1001.8,5.0,0
Varanasi,25.32,83.01,81,2,0,0,4.8,8.5,10.0,1.7,22.5,31.4,1006.9,4.0,0
Shillong,25.57,91.88,1496,3,0,0,18.4,23.2,30.3,5.0,15.0,79.4,1006.5,40.0,0
Chennai,13.08,80.27,6,10,0,1,8.0,11.5,17.5,1.2,20.4,32.6,1013.7,3.7,0
Visakhapatnam,17.69,83.22,45,1,0,1,1.0,1.1,1.4,0.0,23.9,45.7,1012.0,3.0,0
Hyderabad,17.39,78.49,542,11,0,0,1.0,1.8,2.1,0.2,27.6,65.4,1014.1,3.4,0
Varanasi,25.32,83.01,81,8,1,0,74.4,108.8,115.1,11.8,25.0,78.3,1006.3,14.9,0
Dibrugarh,27.47,94.91,108,7,1,0,90.0,101.0,151.8,7.2,32.3,72.5,1011.4,0.3,0
Raipur,21.25,81.63,298,1,0,0,37.4,42.5,64.4,2.6,21.7,54.2,1011.5,0.3,0
Ahmedabad,23.02,72.57,53,10,0,1,15.4,19.9,30.8,0.3,25.6,72.9,1013.4,5.4,0
Delhi,28.61,77.23,216,6,1,0,15.8,29.5,46.3,0.5,32.2,91.9,994.7,0.5,0
Imphal,24.82,93.95,786,6,1,0,17.4,56.6,59.9,3.5,31.3,92.8,1010.1,1.6,0
Kolkata,22.57,88.36,11,9,1,1,24.2,37.8,43.5,4.1,28.7,77.3,1014.3,2.2,0
Srinagar,34.08,74.8,1585,11,0,0,0.6,0.7,0.9,0.1,25.6,74.4,1014.0,4.2,0
Bhubaneswar,20.3,85.82,45,7,1,1,0.4,0.4,0.5,0.2,30.1,90.6,1013.2,28.9,0
Visakhapatnam,17.69,83.22,45,9,1,1,92.3,128.0,146.0,39.3,27.2,81.0,1011.8,23.8,1
Varanasi,25.32,83.01,81,12,0,0,0.7,1.6,1.7,0.2,21.3,27.0,1019.6,28.6,0
Patna,25.61,85.14,53,5,0,0,3.4,4.1,4.4,0.1,29.7,77.2,1012.5,5.1,0
Bhubaneswar,20.3,85.82,45,9,1,1,10.8,13.5,32.7,0.9,38.8,85.7,1001.6,49.4,0
Imphal,24.82,93.95,786,5,0,0,0.9,1.0,1.0,0.0,18.7,45.4,1017.9,5.0,0
Hyderabad,17.39,78.49,542,6,1,0,32.1,34.4,46.5,3.4,27.6,86.1,989.0,19.2,0
Bhubaneswar,20.3,85.82,45,10,0,1,6.5,7.7,9.4,0.3,28.2,74.6,1013.6,20.6,0
Kolkata,22.57,88.36,11,9,1,1,36.3,37.7,38.8,0.6,29.5,75.4,1013.7,15.0,0
Kochi,9.93,76.27,0,3,0,1,2.9,4.6,7.8,0.4,34.8,77.1,1010.0,34.2,0
Jaipur,26.91,75.79,431,1,0,0,0.2,0.4,0.4,0.1,22.5,88.9,1014.7,0.9,0
Patna,25.61,85.14,53,2,0,0,0.9,1.9,2.5,0.0,25.6,47.4,1014.9,12.7,0
Bengaluru,12.97,77.59,920,12,0,0,10.7,12.4,13.1,0.3,20.7,68.8,1009.3,14.9,0
Dehradun,30.32,78.03,640,11,0,0,1.4,2.1,2.8,0.1,21.3,75.9,1014.0,4.0,0
Jaipur,26.91,75.79,431,8,1,0,142.9,434.4,467.9,6.9,37.6,88.1,1000.7,2.6,1
Shillong,25.57,91.88,1496,6,1,0,6.1,11.1,11.2,2.3,22.9,79.8,1004.9,12.1,0
Thiruvananthapuram,8.52,76.94,10,12,0,1,38.7,67.9,82.4,0.4,22.7,71.7,1007.4,10.9,0
Imphal,24.82,93.95,786,2,0,0,17.0,18.5,39.3,0.2,18.2,37.7,1012.0,7.7,0
Dibrugarh,27.47,94.91,108,2,0,0,1.3,1.5,1.8,0.2,21.5,45.2,1009.0,4.0,0
Guwahati,26.14,91.74,55,8,1,0,200.3,208.8,239.3,7.8,37.4,77.0,1008.9,15.6,1
Pune,18.52,73.86,560,11,0,0,9.1,14.6,32.6,1.7,19.1,51.6,1009.7,16.1,0
Ranchi,23.34,85.31,651,11,0,0,14.8,26.3,33.3,8.1,25.2,53.0,1004.1,7.5,0
Dibrugarh,27.47,94.91,108,10,0,0,1.7,2.0,2.4,0.1,29.2,66.3,1020.8,6.7,0
Delhi,28.61,77.23,216,4,0,0,6.6,7.4,9.3,0.3,22.7,30.5,1012.6,1.1,0
